Churros Con Chocolate - http://www.foodnetwork.com/recipes/anne-burrell/churros-con-chocolate-recipe.html
Paella - http://www.epicurious.com/recipes/food/views/Seafood-Paella-366249
Croquetas - http://www.epicurious.com/recipes/food/views/potato-croquettes-243269
Patatas Bravas - http://mayihavethatrecipe.com/2012/08/31/patatas-bravas/
Gazpacho - http://www.tasteloveandnourish.com/2014/08/26/gazpacho/
Empanadas - http://www.thecandidappetite.com/2012/06/06/beef-and-potato-empanadas/
Jamon - http://www.saveur.com/gallery/Guide-to-Spanish-Cured-Meats?page=0
Crema Catalana - http://spanishfood.about.com/od/dessertssweets/ss/cremacatalana.htm
Tortilla Española - http://spanishfood.about.com/od/dessertssweets/ss/cremacatalana.htm
Albondigas - http://www.azgrabaplate.com/2014/08/spanish-style-meatballs.html
Bocadillos - http://www.spoonforkbacon.com/2013/08/bocadillo-bites/
San Jacobos - http://spanishfood.about.com/od/tapas/r/sanjacobo.htm
Pulpo A La Gallega - http://kanelaylimon.blogspot.com/2013/02/pulpo-feira.html
Pan Con Tomate - http://cooking.nytimes.com/recipes/1014972-sam-siftons-pan-con-tomate
Fabada Asturiana - http://www.anediblemosaic.com/giveaway-winner-recipe-for-fabada-asturiana-asturian-bean-stew/
Tigres - https://trissalicious.com/2009/12/01/stuffed-mussels-mejillones-rellenadas/
World food power house - http://www.bbcgoodfood.com/howto/guide/top-10-foods-try-spain
Pimientos de Padrón - http://www.seriouseats.com/2015/05/spanish-style-padron-peppers-how-to-cook.html
Arros Negre (Arroz Negro) - http://www.thebestspanishrecipes.com/rice/arroz-negro-rice-squid-ink
Rabo de Toro - http://spanishsabores.com/2013/01/22/recipe-spanish-bull-tail-stew-rabo-de-toro/
